"","ID","outcome","choice","vignette","treatment"
"21878","407354","proud",FALSE,6,"3"
"21879","344571","proud",FALSE,6,"2"
"21880","707136","proud",FALSE,6,"2"
"21882","534651","proud",FALSE,6,"3"
"21883","780637","proud",FALSE,6,"1"
"21885","209709","proud",FALSE,6,"1"
"21886","919775","proud",FALSE,6,"2"
"21889","256971","strong",FALSE,6,"3"
"21890","766382","strong",FALSE,6,"1"
"21891","167199","strong",TRUE,6,"2"
"21892","314033","strong",FALSE,6,"1"
"21893","229025","strong",TRUE,6,"2"
"21895","212596","strong",FALSE,6,"2"
"21899","902015","strong",FALSE,6,"2"
"21900","118755","strong",TRUE,6,"2"
"21901","211587","strong",FALSE,6,"2"
"21902","912487","strong",FALSE,6,"2"
"21903","799528","strong",FALSE,6,"1"
"21904","687019","strong",FALSE,6,"1"
"21905","972235","strong",FALSE,6,"1"
"21906","452383","strong",TRUE,6,"3"
"21908","951108","strong",FALSE,6,"1"
"21909","607182","strong",FALSE,6,"1"
"21911","488871","strong",TRUE,6,"3"
"21912","997713","strong",FALSE,6,"1"
"21913","845087","strong",FALSE,6,"2"
"21914","984267","strong",TRUE,6,"3"
"21915","857167","strong",FALSE,6,"2"
"21917","368433","strong",FALSE,6,"2"
"21918","418808","strong",TRUE,6,"2"
"21921","317971","strong",FALSE,6,"2"
"21923","575496","strong",FALSE,6,"1"
"21926","692654","strong",FALSE,6,"2"
"21927","104287","strong",TRUE,6,"2"
"21928","928579","strong",FALSE,6,"1"
"21933","946778","strong",FALSE,6,"1"
"21935","794781","strong",FALSE,6,"2"
"21936","704557","strong",FALSE,6,"2"
"21938","183995","strong",TRUE,6,"1"
"21940","773072","strong",FALSE,6,"1"
"21943","485099","strong",TRUE,6,"2"
"21944","722875","strong",FALSE,6,"1"
"21947","359572","strong",FALSE,6,"1"
"21948","550784","strong",FALSE,6,"1"
"21949","644316","strong",FALSE,6,"2"
"21950","255570","strong",FALSE,6,"2"
"21951","626091","strong",FALSE,6,"3"
"21952","288327","strong",FALSE,6,"1"
"21953","168768","strong",FALSE,6,"2"
"21955","959184","strong",FALSE,6,"3"
"21956","609457","strong",FALSE,6,"1"
"21959","742248","strong",FALSE,6,"1"
"21961","716509","strong",FALSE,6,"2"
"21962","819111","strong",FALSE,6,"3"
"21965","849260","strong",FALSE,6,"2"
"21966","773061","strong",FALSE,6,"1"
"21967","345634","strong",FALSE,6,"1"
"21968","846836","strong",FALSE,6,"2"
"21970","647357","strong",TRUE,6,"1"
"21971","205585","strong",FALSE,6,"2"
"21972","110216","strong",FALSE,6,"1"
"21973","629756","strong",FALSE,6,"1"
"21976","192988","strong",FALSE,6,"1"
"21977","143234","strong",FALSE,6,"3"
"21980","119645","strong",FALSE,6,"2"
"21982","248541","strong",FALSE,6,"3"
"21984","479914","strong",TRUE,6,"1"
"21986","510410","strong",FALSE,6,"1"
"21988","622956","strong",FALSE,6,"1"
"21989","733156","strong",TRUE,6,"1"
"21990","487163","strong",FALSE,6,"2"
"21991","954542","strong",FALSE,6,"3"
"21992","525476","strong",FALSE,6,"3"
"21993","676028","strong",FALSE,6,"2"
"21994","166955","strong",FALSE,6,"1"
"21995","639899","strong",TRUE,6,"3"
"21996","135284","strong",FALSE,6,"2"
"21998","701833","strong",FALSE,6,"3"
"21999","722003","strong",TRUE,6,"2"
"22000","229665","strong",FALSE,6,"3"
"22005","685021","strong",FALSE,6,"1"
"22006","761074","strong",TRUE,6,"1"
"22008","696985","strong",FALSE,6,"3"
"22009","310137","strong",FALSE,6,"1"
"22010","664732","strong",TRUE,6,"3"
"22011","266354","strong",TRUE,6,"2"
"22012","991269","strong",TRUE,6,"1"
"22014","570970","strong",TRUE,6,"3"
"22016","288941","strong",FALSE,6,"3"
"22017","926124","strong",FALSE,6,"1"
"22022","641169","strong",FALSE,6,"3"
"22025","303051","strong",FALSE,6,"2"
"22028","781231","strong",FALSE,6,"2"
"22029","641734","strong",FALSE,6,"2"
"22033","508184","strong",FALSE,6,"2"
"22034","415329","strong",FALSE,6,"1"
"22035","378442","strong",TRUE,6,"2"
"22036","772632","strong",TRUE,6,"3"
"22037","746848","strong",TRUE,6,"2"
"22038","968306","strong",FALSE,6,"3"
"22040","256054","strong",TRUE,6,"2"
"22041","824378","strong",FALSE,6,"2"
"22045","582534","strong",TRUE,6,"1"
"22046","608126","strong",FALSE,6,"2"
"22047","408127","strong",FALSE,6,"1"
"22048","456208","strong",TRUE,6,"3"
"22049","908965","strong",FALSE,6,"2"
"22050","968354","strong",FALSE,6,"1"
"22051","439159","strong",FALSE,6,"3"
"22054","141156","strong",FALSE,6,"1"
"22055","361972","strong",TRUE,6,"1"
"22056","645653","strong",FALSE,6,"2"
"22057","146948","strong",TRUE,6,"2"
"22061","341474","strong",FALSE,6,"2"
"22062","920575","strong",FALSE,6,"2"
"22067","452650","strong",TRUE,6,"3"
"22070","352539","strong",FALSE,6,"3"
"22073","601003","strong",TRUE,6,"1"
"22074","875705","strong",TRUE,6,"2"
"22075","206765","strong",TRUE,6,"1"
"22077","444551","strong",FALSE,6,"2"
"22080","660438","strong",FALSE,6,"1"
"22081","948678","strong",FALSE,6,"2"
"22082","872476","strong",FALSE,6,"3"
"22083","482362","strong",FALSE,6,"2"
"22084","464919","strong",FALSE,6,"3"
"22085","184183","strong",FALSE,6,"3"
"22086","748528","strong",TRUE,6,"3"
"22091","494953","strong",FALSE,6,"1"
"22095","965095","strong",FALSE,6,"3"
"22096","305111","strong",FALSE,6,"1"
"22100","582669","strong",FALSE,6,"2"
"22104","987933","strong",TRUE,6,"3"
"22105","150026","strong",FALSE,6,"1"
"22106","386639","strong",FALSE,6,"3"
"22109","789269","strong",FALSE,6,"2"
"22110","565282","strong",FALSE,6,"1"
"22111","454644","strong",FALSE,6,"2"
"22112","986643","strong",TRUE,6,"2"
"22114","539045","strong",TRUE,6,"3"
"22116","256553","strong",FALSE,6,"2"
"22119","607174","strong",FALSE,6,"3"
"22120","996456","strong",FALSE,6,"3"
"22123","784841","strong",FALSE,6,"3"
"22126","677849","strong",FALSE,6,"2"
"22127","945310","strong",FALSE,6,"2"
"22128","163770","strong",FALSE,6,"1"
"22129","254641","strong",FALSE,6,"3"
"22130","495302","strong",FALSE,6,"2"
"22131","344288","strong",FALSE,6,"3"
"22132","974316","strong",FALSE,6,"1"
"22137","598198","strong",FALSE,6,"2"
"22141","513113","strong",TRUE,6,"1"
"22142","921196","strong",TRUE,6,"2"
"22149","261662","strong",FALSE,6,"1"
"22150","251380","strong",FALSE,6,"3"
"22151","972212","strong",FALSE,6,"2"
"22152","195117","strong",FALSE,6,"2"
"22153","328762","strong",FALSE,6,"1"
"22155","727147","strong",TRUE,6,"3"
"22156","165250","strong",TRUE,6,"3"
"22157","317871","strong",TRUE,6,"1"
"22158","997718","strong",FALSE,6,"3"
"22161","815398","strong",FALSE,6,"1"
"22166","407354","strong",FALSE,6,"3"
"22167","344571","strong",FALSE,6,"2"
"22168","707136","strong",FALSE,6,"2"
"22170","534651","strong",FALSE,6,"3"
"22171","780637","strong",FALSE,6,"1"
"22173","209709","strong",FALSE,6,"1"
"22174","919775","strong",FALSE,6,"2"
"22177","256971","knowledge",TRUE,6,"3"
"22178","766382","knowledge",TRUE,6,"1"
"22179","167199","knowledge",TRUE,6,"2"
"22180","314033","knowledge",TRUE,6,"1"
"22181","229025","knowledge",TRUE,6,"2"
"22183","212596","knowledge",FALSE,6,"2"
"22187","902015","knowledge",TRUE,6,"2"
"22188","118755","knowledge",TRUE,6,"2"
"22189","211587","knowledge",FALSE,6,"2"
"22190","912487","knowledge",FALSE,6,"2"
"22191","799528","knowledge",FALSE,6,"1"
"22192","687019","knowledge",FALSE,6,"1"
"22193","972235","knowledge",TRUE,6,"1"
"22194","452383","knowledge",TRUE,6,"3"
"22196","951108","knowledge",FALSE,6,"1"
"22197","607182","knowledge",FALSE,6,"1"
"22199","488871","knowledge",FALSE,6,"3"
"22200","997713","knowledge",FALSE,6,"1"
"22201","845087","knowledge",FALSE,6,"2"
"22202","984267","knowledge",TRUE,6,"3"
"22203","857167","knowledge",TRUE,6,"2"
"22205","368433","knowledge",FALSE,6,"2"
"22206","418808","knowledge",TRUE,6,"2"
"22209","317971","knowledge",FALSE,6,"2"
"22211","575496","knowledge",FALSE,6,"1"
"22214","692654","knowledge",FALSE,6,"2"
"22215","104287","knowledge",TRUE,6,"2"
"22216","928579","knowledge",FALSE,6,"1"
"22221","946778","knowledge",FALSE,6,"1"
"22223","794781","knowledge",FALSE,6,"2"
"22224","704557","knowledge",FALSE,6,"2"
"22226","183995","knowledge",TRUE,6,"1"
"22228","773072","knowledge",FALSE,6,"1"
"22231","485099","knowledge",TRUE,6,"2"
"22232","722875","knowledge",FALSE,6,"1"
"22235","359572","knowledge",TRUE,6,"1"
"22236","550784","knowledge",FALSE,6,"1"
"22237","644316","knowledge",FALSE,6,"2"
"22238","255570","knowledge",FALSE,6,"2"
"22239","626091","knowledge",FALSE,6,"3"
"22240","288327","knowledge",FALSE,6,"1"
"22241","168768","knowledge",FALSE,6,"2"
"22243","959184","knowledge",TRUE,6,"3"
"22244","609457","knowledge",FALSE,6,"1"
"22247","742248","knowledge",FALSE,6,"1"
"22249","716509","knowledge",FALSE,6,"2"
"22250","819111","knowledge",TRUE,6,"3"
"22253","849260","knowledge",FALSE,6,"2"
"22254","773061","knowledge",FALSE,6,"1"
"22255","345634","knowledge",FALSE,6,"1"
"22256","846836","knowledge",FALSE,6,"2"
"22258","647357","knowledge",FALSE,6,"1"
"22259","205585","knowledge",FALSE,6,"2"
"22260","110216","knowledge",FALSE,6,"1"
"22261","629756","knowledge",FALSE,6,"1"
"22264","192988","knowledge",FALSE,6,"1"
"22265","143234","knowledge",FALSE,6,"3"
"22268","119645","knowledge",TRUE,6,"2"
"22270","248541","knowledge",FALSE,6,"3"
"22272","479914","knowledge",TRUE,6,"1"
"22274","510410","knowledge",FALSE,6,"1"
"22276","622956","knowledge",FALSE,6,"1"
"22277","733156","knowledge",TRUE,6,"1"
"22278","487163","knowledge",FALSE,6,"2"
"22279","954542","knowledge",FALSE,6,"3"
"22280","525476","knowledge",TRUE,6,"3"
"22281","676028","knowledge",FALSE,6,"2"
"22282","166955","knowledge",FALSE,6,"1"
"22283","639899","knowledge",FALSE,6,"3"
"22284","135284","knowledge",FALSE,6,"2"
"22286","701833","knowledge",TRUE,6,"3"
"22287","722003","knowledge",TRUE,6,"2"
"22288","229665","knowledge",FALSE,6,"3"
"22293","685021","knowledge",FALSE,6,"1"
"22294","761074","knowledge",TRUE,6,"1"
"22296","696985","knowledge",FALSE,6,"3"
"22297","310137","knowledge",FALSE,6,"1"
"22298","664732","knowledge",FALSE,6,"3"
"22299","266354","knowledge",TRUE,6,"2"
"22300","991269","knowledge",FALSE,6,"1"
"22302","570970","knowledge",TRUE,6,"3"
"22304","288941","knowledge",FALSE,6,"3"
"22305","926124","knowledge",FALSE,6,"1"
"22310","641169","knowledge",FALSE,6,"3"
"22313","303051","knowledge",FALSE,6,"2"
"22316","781231","knowledge",FALSE,6,"2"
"22317","641734","knowledge",TRUE,6,"2"
"22321","508184","knowledge",FALSE,6,"2"
"22322","415329","knowledge",FALSE,6,"1"
"22323","378442","knowledge",TRUE,6,"2"
"22324","772632","knowledge",TRUE,6,"3"
"22325","746848","knowledge",TRUE,6,"2"
"22326","968306","knowledge",FALSE,6,"3"
"22328","256054","knowledge",TRUE,6,"2"
"22329","824378","knowledge",FALSE,6,"2"
"22333","582534","knowledge",TRUE,6,"1"
"22334","608126","knowledge",FALSE,6,"2"
"22335","408127","knowledge",TRUE,6,"1"
"22336","456208","knowledge",TRUE,6,"3"
"22337","908965","knowledge",FALSE,6,"2"
"22338","968354","knowledge",FALSE,6,"1"
"22339","439159","knowledge",FALSE,6,"3"
"22342","141156","knowledge",FALSE,6,"1"
"22343","361972","knowledge",TRUE,6,"1"
"22344","645653","knowledge",FALSE,6,"2"
"22345","146948","knowledge",TRUE,6,"2"
"22349","341474","knowledge",FALSE,6,"2"
"22350","920575","knowledge",FALSE,6,"2"
"22355","452650","knowledge",FALSE,6,"3"
"22358","352539","knowledge",FALSE,6,"3"
"22361","601003","knowledge",TRUE,6,"1"
"22362","875705","knowledge",TRUE,6,"2"
"22363","206765","knowledge",TRUE,6,"1"
"22365","444551","knowledge",FALSE,6,"2"
"22368","660438","knowledge",FALSE,6,"1"
"22369","948678","knowledge",FALSE,6,"2"
"22370","872476","knowledge",FALSE,6,"3"
"22371","482362","knowledge",FALSE,6,"2"
"22372","464919","knowledge",FALSE,6,"3"
"22373","184183","knowledge",FALSE,6,"3"
"22374","748528","knowledge",TRUE,6,"3"
"22379","494953","knowledge",FALSE,6,"1"
"22383","965095","knowledge",FALSE,6,"3"
"22384","305111","knowledge",FALSE,6,"1"
"22388","582669","knowledge",FALSE,6,"2"
"22392","987933","knowledge",TRUE,6,"3"
"22393","150026","knowledge",FALSE,6,"1"
"22394","386639","knowledge",FALSE,6,"3"
"22397","789269","knowledge",FALSE,6,"2"
"22398","565282","knowledge",FALSE,6,"1"
"22399","454644","knowledge",TRUE,6,"2"
"22400","986643","knowledge",TRUE,6,"2"
"22402","539045","knowledge",TRUE,6,"3"
"22404","256553","knowledge",FALSE,6,"2"
"22407","607174","knowledge",FALSE,6,"3"
"22408","996456","knowledge",FALSE,6,"3"
"22411","784841","knowledge",FALSE,6,"3"
"22414","677849","knowledge",FALSE,6,"2"
"22415","945310","knowledge",FALSE,6,"2"
"22416","163770","knowledge",FALSE,6,"1"
"22417","254641","knowledge",FALSE,6,"3"
"22418","495302","knowledge",FALSE,6,"2"
"22419","344288","knowledge",TRUE,6,"3"
"22420","974316","knowledge",FALSE,6,"1"
"22425","598198","knowledge",FALSE,6,"2"
"22429","513113","knowledge",FALSE,6,"1"
"22430","921196","knowledge",TRUE,6,"2"
"22437","261662","knowledge",FALSE,6,"1"
"22438","251380","knowledge",FALSE,6,"3"
"22439","972212","knowledge",TRUE,6,"2"
"22440","195117","knowledge",TRUE,6,"2"
"22441","328762","knowledge",FALSE,6,"1"
"22443","727147","knowledge",TRUE,6,"3"
"22444","165250","knowledge",FALSE,6,"3"
"22445","317871","knowledge",TRUE,6,"1"
"22446","997718","knowledge",FALSE,6,"3"
"22449","815398","knowledge",FALSE,6,"1"
"22454","407354","knowledge",FALSE,6,"3"
"22455","344571","knowledge",TRUE,6,"2"
"22456","707136","knowledge",FALSE,6,"2"
"22458","534651","knowledge",FALSE,6,"3"
"22459","780637","knowledge",FALSE,6,"1"
"22461","209709","knowledge",FALSE,6,"1"
"22462","919775","knowledge",FALSE,6,"2"
"22465","256971","moral",TRUE,6,"3"
"22466","766382","moral",FALSE,6,"1"
"22467","167199","moral",FALSE,6,"2"
"22468","314033","moral",FALSE,6,"1"
"22469","229025","moral",TRUE,6,"2"
"22471","212596","moral",FALSE,6,"2"
"22475","902015","moral",TRUE,6,"2"
"22476","118755","moral",TRUE,6,"2"
"22477","211587","moral",FALSE,6,"2"
"22478","912487","moral",FALSE,6,"2"
"22479","799528","moral",FALSE,6,"1"
"22480","687019","moral",FALSE,6,"1"
"22481","972235","moral",TRUE,6,"1"
"22482","452383","moral",TRUE,6,"3"
"22484","951108","moral",FALSE,6,"1"
"22485","607182","moral",FALSE,6,"1"
"22487","488871","moral",FALSE,6,"3"
"22488","997713","moral",FALSE,6,"1"
"22489","845087","moral",FALSE,6,"2"
"22490","984267","moral",FALSE,6,"3"
"22491","857167","moral",FALSE,6,"2"
"22493","368433","moral",FALSE,6,"2"
"22494","418808","moral",TRUE,6,"2"
"22497","317971","moral",FALSE,6,"2"
"22499","575496","moral",FALSE,6,"1"
"22502","692654","moral",FALSE,6,"2"
"22503","104287","moral",TRUE,6,"2"
"22504","928579","moral",TRUE,6,"1"
"22509","946778","moral",FALSE,6,"1"
"22511","794781","moral",FALSE,6,"2"
"22512","704557","moral",TRUE,6,"2"
"22514","183995","moral",TRUE,6,"1"
"22516","773072","moral",FALSE,6,"1"
"22519","485099","moral",TRUE,6,"2"
"22520","722875","moral",FALSE,6,"1"
"22523","359572","moral",FALSE,6,"1"
"22524","550784","moral",FALSE,6,"1"
"22525","644316","moral",FALSE,6,"2"
"22526","255570","moral",FALSE,6,"2"
"22527","626091","moral",FALSE,6,"3"
"22528","288327","moral",FALSE,6,"1"
"22529","168768","moral",FALSE,6,"2"
"22531","959184","moral",FALSE,6,"3"
"22532","609457","moral",FALSE,6,"1"
"22535","742248","moral",FALSE,6,"1"
"22537","716509","moral",FALSE,6,"2"
"22538","819111","moral",FALSE,6,"3"
"22541","849260","moral",FALSE,6,"2"
"22542","773061","moral",FALSE,6,"1"
"22543","345634","moral",FALSE,6,"1"
"22544","846836","moral",FALSE,6,"2"
"22546","647357","moral",TRUE,6,"1"
"22547","205585","moral",FALSE,6,"2"
"22548","110216","moral",FALSE,6,"1"
"22549","629756","moral",FALSE,6,"1"
"22552","192988","moral",FALSE,6,"1"
"22553","143234","moral",FALSE,6,"3"
"22556","119645","moral",FALSE,6,"2"
"22558","248541","moral",FALSE,6,"3"
"22560","479914","moral",TRUE,6,"1"
"22562","510410","moral",FALSE,6,"1"
"22564","622956","moral",FALSE,6,"1"
"22565","733156","moral",TRUE,6,"1"
"22566","487163","moral",FALSE,6,"2"
"22567","954542","moral",FALSE,6,"3"
"22568","525476","moral",FALSE,6,"3"
"22569","676028","moral",FALSE,6,"2"
"22570","166955","moral",FALSE,6,"1"
"22571","639899","moral",FALSE,6,"3"
"22572","135284","moral",FALSE,6,"2"
"22574","701833","moral",FALSE,6,"3"
"22575","722003","moral",TRUE,6,"2"
"22576","229665","moral",FALSE,6,"3"
"22581","685021","moral",FALSE,6,"1"
"22582","761074","moral",TRUE,6,"1"
"22584","696985","moral",FALSE,6,"3"
"22585","310137","moral",FALSE,6,"1"
"22586","664732","moral",FALSE,6,"3"
"22587","266354","moral",TRUE,6,"2"
"22588","991269","moral",FALSE,6,"1"
"22590","570970","moral",TRUE,6,"3"
"22592","288941","moral",FALSE,6,"3"
"22593","926124","moral",FALSE,6,"1"
"22598","641169","moral",FALSE,6,"3"
"22601","303051","moral",FALSE,6,"2"
"22604","781231","moral",FALSE,6,"2"
"22605","641734","moral",FALSE,6,"2"
"22609","508184","moral",FALSE,6,"2"
"22610","415329","moral",TRUE,6,"1"
"22611","378442","moral",TRUE,6,"2"
"22612","772632","moral",TRUE,6,"3"
"22613","746848","moral",TRUE,6,"2"
"22614","968306","moral",FALSE,6,"3"
"22616","256054","moral",TRUE,6,"2"
"22617","824378","moral",FALSE,6,"2"
"22621","582534","moral",TRUE,6,"1"
"22622","608126","moral",FALSE,6,"2"
"22623","408127","moral",FALSE,6,"1"
"22624","456208","moral",FALSE,6,"3"
"22625","908965","moral",FALSE,6,"2"
"22626","968354","moral",FALSE,6,"1"
"22627","439159","moral",FALSE,6,"3"
"22630","141156","moral",FALSE,6,"1"
"22631","361972","moral",FALSE,6,"1"
"22632","645653","moral",FALSE,6,"2"
"22633","146948","moral",TRUE,6,"2"
"22637","341474","moral",FALSE,6,"2"
"22638","920575","moral",FALSE,6,"2"
"22643","452650","moral",FALSE,6,"3"
"22646","352539","moral",FALSE,6,"3"
"22649","601003","moral",TRUE,6,"1"
"22650","875705","moral",TRUE,6,"2"
"22651","206765","moral",FALSE,6,"1"
"22653","444551","moral",FALSE,6,"2"
"22656","660438","moral",FALSE,6,"1"
"22657","948678","moral",FALSE,6,"2"
"22658","872476","moral",FALSE,6,"3"
"22659","482362","moral",FALSE,6,"2"
"22660","464919","moral",FALSE,6,"3"
"22661","184183","moral",FALSE,6,"3"
"22662","748528","moral",TRUE,6,"3"
"22667","494953","moral",FALSE,6,"1"
"22671","965095","moral",FALSE,6,"3"
"22672","305111","moral",FALSE,6,"1"
"22676","582669","moral",FALSE,6,"2"
"22680","987933","moral",TRUE,6,"3"
"22681","150026","moral",FALSE,6,"1"
"22682","386639","moral",FALSE,6,"3"
"22685","789269","moral",FALSE,6,"2"
"22686","565282","moral",FALSE,6,"1"
"22687","454644","moral",TRUE,6,"2"
"22688","986643","moral",TRUE,6,"2"
"22690","539045","moral",TRUE,6,"3"
"22692","256553","moral",FALSE,6,"2"
"22695","607174","moral",FALSE,6,"3"
"22696","996456","moral",FALSE,6,"3"
"22699","784841","moral",FALSE,6,"3"
"22702","677849","moral",FALSE,6,"2"
"22703","945310","moral",FALSE,6,"2"
"22704","163770","moral",FALSE,6,"1"
"22705","254641","moral",FALSE,6,"3"
"22706","495302","moral",FALSE,6,"2"
"22707","344288","moral",TRUE,6,"3"
"22708","974316","moral",FALSE,6,"1"
"22713","598198","moral",FALSE,6,"2"
"22717","513113","moral",TRUE,6,"1"
"22718","921196","moral",TRUE,6,"2"
"22725","261662","moral",FALSE,6,"1"
"22726","251380","moral",FALSE,6,"3"
"22727","972212","moral",TRUE,6,"2"
"22728","195117","moral",FALSE,6,"2"
"22729","328762","moral",FALSE,6,"1"
"22731","727147","moral",FALSE,6,"3"
"22732","165250","moral",FALSE,6,"3"
"22733","317871","moral",TRUE,6,"1"
"22734","997718","moral",FALSE,6,"3"
"22737","815398","moral",FALSE,6,"1"
"22742","407354","moral",FALSE,6,"3"
"22743","344571","moral",FALSE,6,"2"
"22744","707136","moral",FALSE,6,"2"
"22746","534651","moral",FALSE,6,"3"
"22747","780637","moral",FALSE,6,"1"
"22749","209709","moral",FALSE,6,"1"
"22750","919775","moral",FALSE,6,"2"
"22753","256971","inspiring",TRUE,6,"3"
"22754","766382","inspiring",FALSE,6,"1"
"22755","167199","inspiring",FALSE,6,"2"
"22756","314033","inspiring",FALSE,6,"1"
"22757","229025","inspiring",TRUE,6,"2"
"22759","212596","inspiring",FALSE,6,"2"
"22763","902015","inspiring",FALSE,6,"2"
"22764","118755","inspiring",TRUE,6,"2"
"22765","211587","inspiring",FALSE,6,"2"
"22766","912487","inspiring",FALSE,6,"2"
"22767","799528","inspiring",TRUE,6,"1"
"22768","687019","inspiring",FALSE,6,"1"
"22769","972235","inspiring",FALSE,6,"1"
"22770","452383","inspiring",TRUE,6,"3"
"22772","951108","inspiring",FALSE,6,"1"
"22773","607182","inspiring",FALSE,6,"1"
"22775","488871","inspiring",FALSE,6,"3"
"22776","997713","inspiring",FALSE,6,"1"
"22777","845087","inspiring",FALSE,6,"2"
"22778","984267","inspiring",FALSE,6,"3"
"22779","857167","inspiring",FALSE,6,"2"
"22781","368433","inspiring",FALSE,6,"2"
"22782","418808","inspiring",TRUE,6,"2"
"22785","317971","inspiring",FALSE,6,"2"
"22787","575496","inspiring",FALSE,6,"1"
"22790","692654","inspiring",FALSE,6,"2"
"22791","104287","inspiring",TRUE,6,"2"
"22792","928579","inspiring",FALSE,6,"1"
"22797","946778","inspiring",FALSE,6,"1"
"22799","794781","inspiring",FALSE,6,"2"
"22800","704557","inspiring",TRUE,6,"2"
"22802","183995","inspiring",TRUE,6,"1"
"22804","773072","inspiring",FALSE,6,"1"
"22807","485099","inspiring",TRUE,6,"2"
"22808","722875","inspiring",FALSE,6,"1"
"22811","359572","inspiring",FALSE,6,"1"
"22812","550784","inspiring",FALSE,6,"1"
"22813","644316","inspiring",FALSE,6,"2"
"22814","255570","inspiring",FALSE,6,"2"
"22815","626091","inspiring",FALSE,6,"3"
"22816","288327","inspiring",FALSE,6,"1"
"22817","168768","inspiring",FALSE,6,"2"
"22819","959184","inspiring",FALSE,6,"3"
"22820","609457","inspiring",FALSE,6,"1"
"22823","742248","inspiring",TRUE,6,"1"
"22825","716509","inspiring",FALSE,6,"2"
"22826","819111","inspiring",FALSE,6,"3"
"22829","849260","inspiring",FALSE,6,"2"
"22830","773061","inspiring",FALSE,6,"1"
"22831","345634","inspiring",FALSE,6,"1"
"22832","846836","inspiring",FALSE,6,"2"
"22834","647357","inspiring",FALSE,6,"1"
"22835","205585","inspiring",FALSE,6,"2"
"22836","110216","inspiring",FALSE,6,"1"
"22837","629756","inspiring",FALSE,6,"1"
"22840","192988","inspiring",TRUE,6,"1"
"22841","143234","inspiring",FALSE,6,"3"
"22844","119645","inspiring",FALSE,6,"2"
"22846","248541","inspiring",FALSE,6,"3"
"22848","479914","inspiring",TRUE,6,"1"
"22850","510410","inspiring",FALSE,6,"1"
"22852","622956","inspiring",FALSE,6,"1"
"22853","733156","inspiring",TRUE,6,"1"
"22854","487163","inspiring",FALSE,6,"2"
"22855","954542","inspiring",FALSE,6,"3"
"22856","525476","inspiring",TRUE,6,"3"
"22857","676028","inspiring",FALSE,6,"2"
"22858","166955","inspiring",FALSE,6,"1"
"22859","639899","inspiring",TRUE,6,"3"
"22860","135284","inspiring",FALSE,6,"2"
"22862","701833","inspiring",FALSE,6,"3"
"22863","722003","inspiring",TRUE,6,"2"
"22864","229665","inspiring",FALSE,6,"3"
"22869","685021","inspiring",FALSE,6,"1"
"22870","761074","inspiring",TRUE,6,"1"
"22872","696985","inspiring",FALSE,6,"3"
"22873","310137","inspiring",FALSE,6,"1"
"22874","664732","inspiring",FALSE,6,"3"
"22875","266354","inspiring",TRUE,6,"2"
"22876","991269","inspiring",FALSE,6,"1"
"22878","570970","inspiring",TRUE,6,"3"
"22880","288941","inspiring",FALSE,6,"3"
"22881","926124","inspiring",FALSE,6,"1"
"22886","641169","inspiring",TRUE,6,"3"
"22889","303051","inspiring",FALSE,6,"2"
"22892","781231","inspiring",FALSE,6,"2"
"22893","641734","inspiring",FALSE,6,"2"
"22897","508184","inspiring",FALSE,6,"2"
"22898","415329","inspiring",FALSE,6,"1"
"22899","378442","inspiring",TRUE,6,"2"
"22900","772632","inspiring",TRUE,6,"3"
"22901","746848","inspiring",TRUE,6,"2"
"22902","968306","inspiring",FALSE,6,"3"
"22904","256054","inspiring",TRUE,6,"2"
"22905","824378","inspiring",FALSE,6,"2"
"22909","582534","inspiring",FALSE,6,"1"
"22910","608126","inspiring",FALSE,6,"2"
"22911","408127","inspiring",FALSE,6,"1"
"22912","456208","inspiring",TRUE,6,"3"
"22913","908965","inspiring",FALSE,6,"2"
"22914","968354","inspiring",FALSE,6,"1"
"22915","439159","inspiring",FALSE,6,"3"
"22918","141156","inspiring",FALSE,6,"1"
"22919","361972","inspiring",TRUE,6,"1"
"22920","645653","inspiring",FALSE,6,"2"
"22921","146948","inspiring",TRUE,6,"2"
"22925","341474","inspiring",FALSE,6,"2"
"22926","920575","inspiring",FALSE,6,"2"
"22931","452650","inspiring",TRUE,6,"3"
"22934","352539","inspiring",FALSE,6,"3"
"22937","601003","inspiring",TRUE,6,"1"
"22938","875705","inspiring",TRUE,6,"2"
"22939","206765","inspiring",TRUE,6,"1"
"22941","444551","inspiring",FALSE,6,"2"
"22944","660438","inspiring",FALSE,6,"1"
"22945","948678","inspiring",FALSE,6,"2"
"22946","872476","inspiring",FALSE,6,"3"
"22947","482362","inspiring",FALSE,6,"2"
"22948","464919","inspiring",FALSE,6,"3"
"22949","184183","inspiring",FALSE,6,"3"
"22950","748528","inspiring",TRUE,6,"3"
"22955","494953","inspiring",FALSE,6,"1"
"22959","965095","inspiring",FALSE,6,"3"
"22960","305111","inspiring",FALSE,6,"1"
"22964","582669","inspiring",FALSE,6,"2"
"22968","987933","inspiring",TRUE,6,"3"
"22969","150026","inspiring",FALSE,6,"1"
"22970","386639","inspiring",FALSE,6,"3"
"22973","789269","inspiring",FALSE,6,"2"
"22974","565282","inspiring",FALSE,6,"1"
"22975","454644","inspiring",FALSE,6,"2"
"22976","986643","inspiring",TRUE,6,"2"
"22978","539045","inspiring",TRUE,6,"3"
"22980","256553","inspiring",FALSE,6,"2"
"22983","607174","inspiring",FALSE,6,"3"
"22984","996456","inspiring",FALSE,6,"3"
"22987","784841","inspiring",FALSE,6,"3"
